"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","ESP","Spain","2012","2012",45.60115,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","THA","Thailand","2004","2004",29.94131,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","THA","Thailand","2006","2006",29.1874,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","THA","Thailand","2010","2010",36.08862,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","THA","Thailand","2013","2013",38.81339,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","KAZ","Kazakhstan","2007","2007",99.4288,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","TTO","Trinidad and Tobago","2008","2008",9.83333,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","TTO","Trinidad and Tobago","2009","2009",9.61272,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","HND","Honduras","2007","2007",20.7821,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","HND","Honduras","2011","2011",28.29996,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","HND","Honduras","2012","2012",27.99401,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","TCD","Chad","2004","2004",0.16083,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","BEL","Belgium","2006","2006",26.75052,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","BEL","Belgium","2008","2008",27.40498,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","BEL","Belgium","2009","2009",28.44017,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","BEL","Belgium","2010","2010",30.00144,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","BEL","Belgium","2011","2011",29.80615,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","BEL","Belgium","2012","2012",30.41778,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","BEL","Belgium","2013","2013",30.52476,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","POL","Poland","2008","2008",98.0334,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","POL","Poland","2009","2009",98.17832,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","POL","Poland","2010","2010",97.88601,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","POL","Poland","2011","2011",98.01291,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","POL","Poland","2012","2012",98.19828,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","POL","Poland","2013","2013",98.34833,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","CHL","Chile","2004","2004",87.31783,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","CHL","Chile","2007","2007",89.13375,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","CHL","Chile","2008","2008",86.58893,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","CHL","Chile","2009","2009",82.88638,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","CHL","Chile","2010","2010",85.55513,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","CHL","Chile","2011","2011",82.18835,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","CHL","Chile","2013","2013",86.0441,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","BHS","Bahamas","2010","2010",89.13714,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","BHR","Bahrain","2010","2010",21.56208,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","SLV","El Salvador","2006","2006",52.14673,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","SLV","El Salvador","2007","2007",49.50285,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","SLV","El Salvador","2008","2008",51.79769,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","SLV","El Salvador","2009","2009",52.74111,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","SLV","El Salvador","2010","2010",56.95922,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","SLV","El Salvador","2011","2011",53.98377,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","SLV","El Salvador","2012","2012",55.45736,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","SLV","El Salvador","2013","2013",56.40698,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","MLI","Mali","2006","2006",1.22835,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","MLI","Mali","2011","2011",0.51202,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","KOR","Republic of Korea","2005","2005",25.20608,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","KOR","Republic of Korea","2009","2009",23.18166,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","KOR","Republic of Korea","2010","2010",30.13205,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","UGA","Uganda","2008","2008",24.03229,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","UGA","Uganda","2010","2010",33.68266,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","UGA","Uganda","2012","2012",32.1892,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","CZE","Czech Republic","2006","2006",12.57819,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","CZE","Czech Republic","2007","2007",12.66134,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","CZE","Czech Republic","2008","2008",13.49211,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","CZE","Czech Republic","2009","2009",14.68072,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","CZE","Czech Republic","2010","2010",15.89547,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","CZE","Czech Republic","2011","2011",17.35847,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","CZE","Czech Republic","2012","2012",18.51723,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","CZE","Czech Republic","2013","2013",19.60547,,
"EA_8_AG25T99_F","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)","SSD","South Sudan","2008","2008",0.16398,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",1.1029,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","GRC","Greece","2005","2005",92.02914,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","GRC","Greece","2006","2006",90.95724,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","GRC","Greece","2007","2007",93.11767,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","GRC","Greece","2008","2008",93.28714,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","GRC","Greece","2010","2010",93.3814,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","EST","Estonia","2007","2007",37.16542,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","EST","Estonia","2008","2008",39.07314,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","EST","Estonia","2009","2009",41.68309,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","EST","Estonia","2010","2010",40.91762,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","EST","Estonia","2011","2011",42.21719,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","EST","Estonia","2012","2012",42.51447,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","EST","Estonia","2013","2013",44.41955,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","LVA","Latvia","2013","2013",1.51703,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","POL","Poland","2008","2008",0.98823,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","POL","Poland","2009","2009",0.98975,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","POL","Poland","2010","2010",0.98721,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","POL","Poland","2011","2011",0.9879,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","POL","Poland","2012","2012",0.98841,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","POL","Poland","2013","2013",0.98995,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","MYS","Malaysia","2005","2005",28.7649,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","MYS","Malaysia","2009","2009",50.95902,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","MYS","Malaysia","2010","2010",52.0632,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","GHA","Ghana","2010","2010",11.34099,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","HND","Honduras","2007","2007",3.70517,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","HND","Honduras","2011","2011",4.89295,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","HND","Honduras","2012","2012",4.0297,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","CHE","Switzerland","2009","2009",0.55464,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","CHE","Switzerland","2010","2010",0.61228,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","CHE","Switzerland","2011","2011",0.62711,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","CHE","Switzerland","2012","2012",0.62484,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","BHR","Bahrain","2010","2010",68.29699,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","CRI","Costa Rica","2007","2007",33.79106,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","CRI","Costa Rica","2008","2008",36.39152,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","CRI","Costa Rica","2009","2009",36.94819,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","CRI","Costa Rica","2010","2010",36.02391,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","CRI","Costa Rica","2011","2011",37.03173,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","CRI","Costa Rica","2012","2012",38.08474,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","ECU","Ecuador","2008","2008",78.32426,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","ECU","Ecuador","2009","2009",67.74467,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","ECU","Ecuador","2010","2010",70.2486,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","ECU","Ecuador","2013","2013",77.72727,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","DZA","Algeria","2006","2006",20.89734,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","DZA","Algeria","2008","2008",39.53562,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","LTU","Lithuania","2005","2005",41.8932,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","LTU","Lithuania","2006","2006",42.54616,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","LTU","Lithuania","2007","2007",44.66899,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","LTU","Lithuania","2008","2008",44.89994,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","LTU","Lithuania","2009","2009",43.88781,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","LTU","Lithuania","2010","2010",43.94465,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","LTU","Lithuania","2011","2011",44.63448,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","LTU","Lithuania","2012","2012",44.32361,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","LTU","Lithuania","2013","2013",43.77808,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","ARE","United Arab Emirates","2005","2005",47.09512,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","COL","Colombia","2004","2004",,"a","Category not applicable"
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","COL","Colombia","2005","2005",,"a","Category not applicable"
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","COL","Colombia","2006","2006",,"a","Category not applicable"
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","COL","Colombia","2007","2007",,"a","Category not applicable"
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","COL","Colombia","2008","2008",,"a","Category not applicable"
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","COL","Colombia","2009","2009",,"a","Category not applicable"
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","COL","Colombia","2010","2010",,"a","Category not applicable"
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","COL","Colombia","2011","2011",,"a","Category not applicable"
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","COL","Colombia","2012","2012",20.84311,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","COL","Colombia","2013","2013",21.05131,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","KOR","Republic of Korea","2010","2010",3.54324,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","BFA","Burkina Faso","2006","2006",0.38046,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","BFA","Burkina Faso","2007","2007",0.18482,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","NLD","Netherlands","2004","2004",70.57699,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","NLD","Netherlands","2005","2005",70.88467,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","NLD","Netherlands","2007","2007",72.44599,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","NLD","Netherlands","2008","2008",71.0071,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","NLD","Netherlands","2009","2009",70.85373,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","NLD","Netherlands","2010","2010",71.45684,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","NLD","Netherlands","2011","2011",70.40487,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","NLD","Netherlands","2012","2012",71.18735,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","NLD","Netherlands","2013","2013",73.97624,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","PER","Peru","2004","2004",57.77416,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","PER","Peru","2005","2005",45.90653,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","PER","Peru","2006","2006",44.61198,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","PER","Peru","2007","2007",46.98519,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","PER","Peru","2008","2008",47.54635,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","PER","Peru","2009","2009",47.34243,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","PER","Peru","2010","2010",53.21938,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","PER","Peru","2011","2011",54.18418,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","PER","Peru","2012","2012",56.31027,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","PER","Peru","2013","2013",57.27898,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","VNM","Viet Nam","2009","2009",0.83459,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","BHS","Bahamas","2010","2010",0.54354,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","QAT","Qatar","2013","2013",34.48604,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","NLD","Netherlands","2013","2013",0.70588,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","GTM","Guatemala","2012","2012",,"n","Magnitude nil or negligible"
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","GTM","Guatemala","2013","2013",,"n","Magnitude nil or negligible"
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","CYP","Cyprus","2004","2004",0.94822,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","CYP","Cyprus","2005","2005",1.00844,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","CYP","Cyprus","2006","2006",1.01617,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","CYP","Cyprus","2007","2007",1.0191,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","CYP","Cyprus","2008","2008",1.00389,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","CYP","Cyprus","2009","2009",1.01054,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","CYP","Cyprus","2010","2010",1.02022,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","CYP","Cyprus","2011","2011",1.02284,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","CYP","Cyprus","2012","2012",1.06528,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","CYP","Cyprus","2013","2013",1.06297,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","AUS","Australia","2004","2004",1.12106,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","AUS","Australia","2005","2005",1.09598,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","AUS","Australia","2006","2006",1.15384,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","AUS","Australia","2007","2007",1.14831,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","AUS","Australia","2008","2008",1.19152,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","AUS","Australia","2009","2009",1.17552,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","AUS","Australia","2010","2010",1.19711,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","AUS","Australia","2011","2011",1.21605,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","AUS","Australia","2012","2012",1.19688,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","AUS","Australia","2013","2013",1.22005,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","AZE","Azerbaijan","2013","2013",15.66057,,
