"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","DEU","Germany","2009","2009",1.29238,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","DEU","Germany","2010","2010",1.33666,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","DEU","Germany","2011","2011",1.35435,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","DEU","Germany","2012","2012",1.32537,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","LKA","Sri Lanka","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","LKA","Sri Lanka","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","LKA","Sri Lanka","2011","2011",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","LKA","Sri Lanka","2012","2012",,"n","Magnitude nil or negligible"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","DNK","Denmark","2003","2003",2.81086,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","DNK","Denmark","2004","2004",2.86775,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","DNK","Denmark","2005","2005",2.93791,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","DNK","Denmark","2006","2006",2.85821,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","DNK","Denmark","2007","2007",2.72637,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","DNK","Denmark","2008","2008",2.68936,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","DNK","Denmark","2009","2009",2.8596,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","DNK","Denmark","2010","2010",2.97484,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","DNK","Denmark","2011","2011",2.74381,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ARM","Armenia","2008","2008",0.35828,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ARM","Armenia","2009","2009",0.35954,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ARM","Armenia","2010","2010",0.37864,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ARM","Armenia","2011","2011",0.355,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ARM","Armenia","2012","2012",0.29588,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ARM","Armenia","2013","2013",0.29153,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","MOZ","Mozambique","2006","2006",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","MOZ","Mozambique","2012","2012",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","MOZ","Mozambique","2013","2013",,"a","Category not applicable"
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","LIE","Liechtenstein","2003","2003",0.72001,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","LIE","Liechtenstein","2004","2004",0.70571,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","LIE","Liechtenstein","2006","2006",0.63733,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","LIE","Liechtenstein","2007","2007",0.58727,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","LIE","Liechtenstein","2008","2008",0.63633,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","LIE","Liechtenstein","2010","2010",1.20111,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","LIE","Liechtenstein","2011","2011",0.98715,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","SLE","Sierra Leone","2007","2007",0.63337,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","SLE","Sierra Leone","2008","2008",0.60299,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","SLE","Sierra Leone","2009","2009",0.7876,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","SLE","Sierra Leone","2010","2010",0.68227,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","SLE","Sierra Leone","2011","2011",0.70426,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","SLE","Sierra Leone","2012","2012",0.69369,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","SLE","Sierra Leone","2013","2013",0.52642,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","JOR","Jordan","2003","2003",2.4015,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","JOR","Jordan","2004","2004",2.19979,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","JOR","Jordan","2005","2005",2.29625,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","JOR","Jordan","2006","2006",1.86853,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","JOR","Jordan","2007","2007",1.79319,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","JOR","Jordan","2008","2008",1.7413,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","JOR","Jordan","2009","2009",1.70242,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","JOR","Jordan","2011","2011",1.6535,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SRB","Serbia","2007","2007",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SRB","Serbia","2008","2008",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SRB","Serbia","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SRB","Serbia","2010","2010",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SRB","Serbia","2011","2011",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SRB","Serbia","2012","2012",,"n","Magnitude nil or negligible"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","MWI","Malawi","2003","2003",0.89019,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","MWI","Malawi","2010","2010",1.04946,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","MWI","Malawi","2011","2011",1.62755,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","MWI","Malawi","2013","2013",1.88147,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","MCO","Monaco","2004","2004",0.57007,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","MCO","Monaco","2009","2009",0.51813,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","MCO","Monaco","2010","2010",0.49834,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","MCO","Monaco","2011","2011",0.81863,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","MCO","Monaco","2012","2012",1.02663,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","MCO","Monaco","2013","2013",0.69787,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BEL","Belgium","2003","2003",1.27835,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BEL","Belgium","2004","2004",1.25649,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BEL","Belgium","2005","2005",1.25304,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BEL","Belgium","2006","2006",1.28414,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BEL","Belgium","2007","2007",1.26794,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BEL","Belgium","2008","2008",1.33728,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BEL","Belgium","2009","2009",1.43491,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BEL","Belgium","2010","2010",1.41804,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BEL","Belgium","2011","2011",1.40016,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BEL","Belgium","2012","2012",1.43104,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","CZE","Czech Republic","2003","2003",0.65204,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","CZE","Czech Republic","2004","2004",0.61051,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","CZE","Czech Republic","2005","2005",0.56615,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","CZE","Czech Republic","2006","2006",0.57296,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","CZE","Czech Republic","2007","2007",0.53815,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","CZE","Czech Republic","2008","2008",0.55191,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","CZE","Czech Republic","2009","2009",0.66517,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","CZE","Czech Republic","2010","2010",0.65896,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","CZE","Czech Republic","2011","2011",0.68928,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","CZE","Czech Republic","2012","2012",0.71535,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SWZ","Swaziland","2003","2003",0.10826,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SWZ","Swaziland","2004","2004",0.11844,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SWZ","Swaziland","2005","2005",0.03713,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SWZ","Swaziland","2006","2006",0.13952,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SWZ","Swaziland","2008","2008",0.17004,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SWZ","Swaziland","2009","2009",0.03309,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SWZ","Swaziland","2010","2010",0.03651,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SWZ","Swaziland","2011","2011",0.04525,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","BRB","Barbados","2003","2003",2.1436,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","BRB","Barbados","2004","2004",1.91974,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","BRB","Barbados","2005","2005",1.76366,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","BRB","Barbados","2007","2007",1.66184,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","BRB","Barbados","2008","2008",1.48645,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","BRB","Barbados","2009","2009",1.54186,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","BRB","Barbados","2010","2010",1.74114,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","BRB","Barbados","2012","2012",1.68354,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","BRB","Barbados","2013","2013",1.36819,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","VUT","Vanuatu","2008","2008",2.8758,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","VUT","Vanuatu","2009","2009",2.72029,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","NER","Niger","2006","2006",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","NER","Niger","2007","2007",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","NER","Niger","2008","2008",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","NER","Niger","2009","2009",0.14929,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","NER","Niger","2010","2010",0.09043,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","NER","Niger","2011","2011",0.07698,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","NER","Niger","2012","2012",0.27914,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","NER","Niger","2013","2013",0.25195,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","KHM","Cambodia","2010","2010",0.32821,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","KEN","Kenya","2003","2003",0.14571,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","KEN","Kenya","2004","2004",0.10625,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","KEN","Kenya","2006","2006",,"n","Magnitude nil or negligible"
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","LCA","Saint Lucia","2003","2003",2.04477,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","LCA","Saint Lucia","2004","2004",1.955,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","LCA","Saint Lucia","2009","2009",1.61087,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","LCA","Saint Lucia","2010","2010",1.754,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","LCA","Saint Lucia","2011","2011",1.81378,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","LCA","Saint Lucia","2012","2012",1.61186,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","LCA","Saint Lucia","2013","2013",1.76344,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CYP","Cyprus","2003","2003",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CYP","Cyprus","2004","2004",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CYP","Cyprus","2005","2005",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CYP","Cyprus","2006","2006",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CYP","Cyprus","2007","2007",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CYP","Cyprus","2008","2008",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CYP","Cyprus","2009","2009",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CYP","Cyprus","2010","2010",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CYP","Cyprus","2011","2011",,"a","Category not applicable"
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","BFA","Burkina Faso","2005","2005",4.4326,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","BFA","Burkina Faso","2006","2006",4.45703,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","BFA","Burkina Faso","2007","2007",4.58858,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","BFA","Burkina Faso","2010","2010",3.93896,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","BFA","Burkina Faso","2011","2011",4.48326,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","BFA","Burkina Faso","2012","2012",4.05353,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","BFA","Burkina Faso","2013","2013",4.52597,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","PRT","Portugal","2003","2003",0.95207,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","PRT","Portugal","2004","2004",0.83088,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","PRT","Portugal","2005","2005",0.9189,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","PRT","Portugal","2006","2006",0.93467,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","PRT","Portugal","2007","2007",1.11621,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","PRT","Portugal","2008","2008",0.90934,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","PRT","Portugal","2009","2009",1.03071,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","PRT","Portugal","2010","2010",1.0889,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","PRT","Portugal","2011","2011",1.0088,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BLZ","Belize","2004","2004",0.57061,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BLZ","Belize","2008","2008",0.52267,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BLZ","Belize","2009","2009",0.66577,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BLZ","Belize","2010","2010",0.57378,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BLZ","Belize","2012","2012",0.59327,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","BLZ","Belize","2013","2013",0.8436,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","GHA","Ghana","2004","2004",0.49818,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","GHA","Ghana","2005","2005",0.44141,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","GHA","Ghana","2006","2006",0.29089,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","GHA","Ghana","2007","2007",0.27131,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","GHA","Ghana","2008","2008",0.32234,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","GHA","Ghana","2009","2009",0.26388,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","GHA","Ghana","2010","2010",0.3354,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","GHA","Ghana","2011","2011",0.29897,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","GHA","Ghana","2012","2012",0.66456,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","GHA","Ghana","2013","2013",0.39141,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","CRI","Costa Rica","2004","2004",0.38855,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","PAN","Panama","2004","2004",0.15154,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","PAN","Panama","2007","2007",0.1484,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","PAN","Panama","2011","2011",0.09968,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ISR","Israel","2003","2003",1.18658,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ISR","Israel","2004","2004",0.98954,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ISR","Israel","2005","2005",0.96298,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ISR","Israel","2006","2006",0.96018,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ISR","Israel","2007","2007",0.9792,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ISR","Israel","2008","2008",0.89454,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ISR","Israel","2009","2009",0.95599,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ISR","Israel","2010","2010",0.93886,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ISR","Israel","2011","2011",0.91389,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","ISR","Israel","2012","2012",0.93329,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","JPN","Japan","2003","2003",1.41884,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","JPN","Japan","2004","2004",1.3769,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","JPN","Japan","2005","2005",1.33686,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","JPN","Japan","2006","2006",1.31826,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","JPN","Japan","2007","2007",1.30303,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","JPN","Japan","2008","2008",1.28895,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","JPN","Japan","2010","2010",1.39113,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","JPN","Japan","2011","2011",1.44494,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","JPN","Japan","2012","2012",1.46853,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","JPN","Japan","2013","2013",1.46506,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BRA","Brazil","2004","2004",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BRA","Brazil","2005","2005",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BRA","Brazil","2006","2006",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BRA","Brazil","2007","2007",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BRA","Brazil","2008","2008",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BRA","Brazil","2009","2009",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BRA","Brazil","2010","2010",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BRA","Brazil","2011","2011",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BRA","Brazil","2012","2012",,"a","Category not applicable"
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","HKG","China, Hong Kong Special Administrative Region","2003","2003",1.0019,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","HKG","China, Hong Kong Special Administrative Region","2004","2004",1.04729,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","HKG","China, Hong Kong Special Administrative Region","2005","2005",0.95539,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","HKG","China, Hong Kong Special Administrative Region","2006","2006",0.85332,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","HKG","China, Hong Kong Special Administrative Region","2007","2007",0.74181,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","HKG","China, Hong Kong Special Administrative Region","2008","2008",0.69768,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","HKG","China, Hong Kong Special Administrative Region","2009","2009",0.71514,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","HKG","China, Hong Kong Special Administrative Region","2010","2010",0.73467,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","HKG","China, Hong Kong Special Administrative Region","2011","2011",0.70094,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","HKG","China, Hong Kong Special Administrative Region","2012","2012",0.65456,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","HKG","China, Hong Kong Special Administrative Region","2013","2013",0.65973,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CHL","Chile","2003","2003",0.50653,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CHL","Chile","2004","2004",0.52736,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CHL","Chile","2005","2005",0.45041,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CHL","Chile","2006","2006",0.44787,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CHL","Chile","2007","2007",0.49355,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CHL","Chile","2008","2008",0.55049,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CHL","Chile","2009","2009",0.66171,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CHL","Chile","2010","2010",0.93366,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CHL","Chile","2011","2011",0.88653,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CHL","Chile","2012","2012",0.96597,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CHL","Chile","2013","2013",1.16737,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","USA","United States of America","2003","2003",0.31085,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","USA","United States of America","2004","2004",0.30654,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","USA","United States of America","2005","2005",0.29613,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","USA","United States of America","2006","2006",0.31802,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","USA","United States of America","2007","2007",0.33444,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","USA","United States of America","2008","2008",0.32012,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","USA","United States of America","2009","2009",0.3275,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","USA","United States of America","2010","2010",0.35281,,
